股票代號,股票名稱,收盤價,月平均價
"087121","高股息群益24購01","1.00","1.03"
"087122","喬山群益24購01","0.39","0.48"
"087124","喬山群益24購03","0.43","0.61"
"087125","正新群益24購01","0.52","0.54"
"087126","台達電群益24購01","2.50","2.34"
"087127","台達電群益24購02","1.87","1.65"
"087128","鴻海群益24購02","0.62","0.66"
"087129","致茂群益24購01","0.96","1.00"
"08712P","新唐群益23售05","0.98","1.17"
"087130","燿華群益24購01","0.87","0.78"
"087131","仲琦群益24購01","0.92","0.91"
"087132","仲琦群益24購02","1.72","1.65"
"087133","聯發科群益24購04","3.22","3.36"
"087134","聯發科群益24購05","2.96","3.25"
"087135","長榮群益25購04","1.59","1.54"
"087136","長榮群益25購05","0.95","0.91"
"087137","華航群益24購03","0.74","0.72"
"087138","晶豪科群益25購01","1.63","1.61"
"08713P","東陽凱基23售04","1.38","1.39"
"087140","威強電群益24購01","1.16","1.11"
"087141","威強電群益24購02","1.20","1.16"
"087142","明泰群益24購01","1.97","1.78"
"087143","晶睿群益24購01","1.61","1.38"
"087144","拓凱群益24購01","1.38","1.27"
"087145","中租群益24購01","","1.95"
"087146","聯茂群益24購01","2.95","2.06"
"087147","穎崴群益24購01","0.52","0.53"
"087148","AES群益24購01","","0.91"
"087149","矽創群益24購01","0.76","0.75"
"08714P","聯電凱基27售03","0.33","0.33"
"087150","高力群益24購01","1.39","1.02"
"087151","電子類群益24購03","0.85","0.94"
"087152","台積電富邦27購03","","0.63"
"087153","智邦富邦25購01","0.41","0.39"
"087154","長榮航富邦25購03","0.49","0.49"
"087155","緯穎富邦25購01","0.80","0.63"
"087156","元美指國票27購01","0.84","0.80"
"087157","健策國票25購03","","2.18"
"087158","中磊國票25購02","1.06","1.04"
"087159","臺股指國票24購10","0.89","0.91"
"08715P","台亞凱基24售01","1.56","1.67"
"087160","臺股指國票24購11","1.23","1.23"
"087163","臺股指國票25購08","","1.71"
"087164","臺股指國票25購09","","1.28"
"087166","台積電第一25購01","0.59","0.65"
"087167","台積電第一25購02","","0.62"
"087168","台積電第一27購02","","0.63"
"087169","台積電第一27購03","","0.67"
"08716P","台光電凱基23售04","0.82","0.92"
"087170","中砂康和24購01","0.37","0.39"
"087171","旺宏康和24購01","0.75","0.75"
"087172","瑞昱康和24購01","0.97","0.93"
"087173","長榮航康和24購04","0.54","0.54"
"087174","聯詠康和24購01","1.58","1.53"
"087175","台泥永豐24購01","0.28","0.31"
"087176","宏碁永豐24購01","0.99","0.94"
"087177","南亞科永豐24購02","","1.16"
"087178","強茂永豐24購01","0.95","0.91"
"087179","華新科永豐25購01","1.27","1.24"
"08717P","偉詮電凱基23售03","1.86","1.88"
"087180","宏達電永豐24購02","0.86","0.76"
"087181","晶技永豐24購01","1.60","1.53"
"087182","晶睿永豐25購02","2.32","1.95"
"087183","乙盛永豐24購01","0.65","0.63"
"087184","滬深2X群益26購02","0.52","0.52"
"087185","東鹼群益24購01","1.98","1.92"
"087186","為升群益24購01","0.97","0.92"
"087187","為升群益24購02","0.82","0.82"
"087188","聯電群益24購07","3.03","3.30"
"087189","華通群益24購04","1.57","1.41"
"08718P","京元電凱基25售01","1.26","1.30"
"087191","全新群益24購01","1.09","0.94"
"087192","可成群益24購01","1.42","1.47"
"087193","欣興群益24購01","1.32","1.39"
"087194","祥碩群益25購01","0.41","0.43"
"087195","彩晶群益25購02","0.60","0.64"
"087196","緯穎群益24購01","0.84","0.70"
"087197","威鋒電群益24購02","0.82","0.77"
"087198","中砂兆豐26購01","0.52","0.55"
"087199","華通兆豐25購01","0.96","0.94"
"08719P","聯發科凱基29售04","2.02","1.98"
"087200","聯發科兆豐25購01","1.21","1.30"
"087201","大立光兆豐24購02","1.59","1.51"
"087202","聯詠兆豐26購01","","1.20"
"087203","祥碩兆豐24購01","0.52","0.51"
"087204","矽力兆豐25購01","0.64","0.59"
"087205","力積電兆豐24購02","1.00","0.96"
"087206","富邦媒兆豐26購01","0.53","0.59"
"087207","聯電統一25購05","1.45","1.55"
"087208","聯電統一2A購02","1.34","1.36"
"08720P","富邦金凱基23售03","1.45","1.45"
"087210","光罩統一27購01","0.83","0.78"
"087211","聯發科統一26購02","1.26","1.35"
"087212","陽明統一27購05","1.59","1.45"
"087213","萬海統一27購03","1.30","1.29"
"087214","大立光統一28購01","1.35","1.31"
"087215","欣興統一27購03","1.45","1.44"
"087216","嘉澤統一26購01","1.10","1.12"
"087217","力智統一26購01","0.71","0.71"
"087218","南電統一2A購01","1.23","1.21"
"087219","美時凱基24購05","1.01","1.03"
"08721P","景碩凱基23售03","1.13","1.13"
"087220","台達電凱基24購03","0.77","0.71"
"087221","旺宏凱基27購01","1.08","0.99"
"087222","仲琦凱基24購02","0.88","0.88"
"087223","聯發科凱基24購15","2.24","2.38"
"087224","長榮凱基2A購01","2.01","1.98"
"087225","長榮航凱基24購09","1.25","1.25"
"087226","玉山金凱基26購01","","0.63"
"087227","晶豪科凱基24購02","0.64","0.57"
"087228","奇鋐凱基29購01","0.88","0.85"
"087229","亞光凱基24購01","1.66","1.55"
"08722P","景碩凱基24售01","1.18","1.18"
"087230","景碩凱基25購02","1.40","1.47"
"087231","貿聯凱基24購05","0.71","0.64"
"087232","智伸科凱基24購01","0.70","0.70"
"087233","嘉基凱基24購01","0.26","0.28"
"087234","高力凱基27購01","1.12","1.05"
"087235","鈺齊凱基26購01","0.54","0.54"
"087236","臺股指凱基29購09","1.22","1.26"
"087237","華新元大2A購04","","1.59"
"087238","寶齡元大2A購01","1.09","1.17"
"087239","台達電元大24購06","1.28","1.19"
"08723P","富采凱基23售02","1.67","1.59"
"087240","台達電元大24購07","","1.17"
"087241","台達電元大28購01","1.09","1.04"
"087242","鴻海元大29購02","","2.06"
"087243","鴻海元大2A購02","","1.01"
"087244","台積電元大29購07","","5.68"
"087245","台積電元大2A購04","2.02","2.19"
"087246","美律元大24購02","0.62","0.64"
"087247","美律元大24購03","0.85","0.87"
"087249","長榮元大2A購04","","1.43"
"08724P","盛群凱基23售01","","1.53"
"087250","晶華元大24購04","1.06","1.06"
"087251","晶華元大24購05","","1.12"
"087252","王品元大24購02","0.93","0.81"
"087253","富邦金元大24購04","","1.69"
"087254","欣興元大24購18","1.98","1.96"
"087255","明泰元大24購02","1.02","1.01"
"087256","嘉澤元大24購02","1.85","1.79"
"087257","嘉澤元大24購03","1.87","1.85"
"087258","世芯元大2A購01","2.07","1.88"
"087259","祥碩元大24購03","0.43","0.43"
"08725P","矽格凱基23售01","0.93","1.01"
"087260","瑞儀元大24購02","1.42","1.46"
"087261","瑞儀元大24購03","","1.30"
"087262","晶碩元大24購02","0.55","0.51"
"087263","AES元大24購04","0.94","0.85"
"087264","AES元大24購05","1.10","0.90"
"087265","統一實元大24購01","","0.97"
"087266","奇鋐中信25購01","0.52","0.51"
"087267","宏全中信24購01","0.68","0.69"
"087268","中興電富邦25購03","0.53","0.50"
"087269","台積電富邦27購04","0.42","0.47"
"087270","聯發科富邦24購04","0.94","1.00"
"087271","振樺電富邦25購01","0.62","0.62"
"087272","世紀鋼富邦26購01","1.14","1.16"
"087273","台積電元富24購01","","0.27"
"087274","台積電元富24購02","","0.30"
"087279","開發金元富24購01","0.76","0.72"
"087281","高股息第一29購01","","1.39"
"087282","聯發科第一26購02","1.30","1.31"
"087283","大立光第一29購01","1.41","1.40"
"087285","華城永豐26購01","","0.46"
"087286","貿聯永豐25購01","0.68","0.63"
"087287","矽創永豐25購01","0.81","0.80"
"087288","臺股指永豐26購02","","0.83"
"08728P","力積電凱基23售07","1.35","1.46"
"087290","S&P500國票25購01","1.49","1.79"
"087292","正新國票25購01","","0.95"
"087294","光罩國票25購02","1.24","1.12"
"087295","建準國票25購01","3.54","3.08"
"087296","國泰金國票25購01","1.65","1.55"
"087297","嘉晶國票25購01","1.81","1.74"
"087298","奇鋐國票25購02","1.26","1.23"
"087299","欣興國票25購01","1.62","1.63"
"08729P","美時元富23售01","1.21","1.19"
"087300","景碩國票25購03","","3.35"
"087301","日月光國票25購02","2.05","2.07"
"087302","三福化國票25購01","0.86","0.94"
"087303","材料國票26購01","1.05","1.03"
"087304","緯穎國票25購02","2.49","2.00"
"087305","力積電國票24購04","1.87","1.78"
"087308","臺股指國票25購12","0.88","0.94"
"087312","台達電康和24購01","1.00","0.94"
"087313","台積電康和24購06","0.43","0.49"
"087314","聯發科康和25購01","1.05","1.21"
"087315","奇鋐康和26購01","0.54","0.54"
"087317","台積電群益25購04","0.92","1.03"
"087318","旺宏群益24購02","1.60","1.50"
"087319","上緯控群益24購01","","0.80"
"08731P","欣興元富23售06","0.99","1.00"
"087320","精英中信24購01","0.71","0.73"
"087321","大立光中信24購03","1.00","0.96"
"087322","AES中信24購02","0.50","0.40"
"087323","台積電兆豐27購02","0.50","0.58"
"087324","長榮兆豐26購01","0.83","0.85"
"087325","萬海兆豐26購01","0.98","0.92"
"087326","長榮航兆豐26購01","0.71","0.66"
"087327","台積電統一2A購02","0.51","0.57"
"087328","長榮統一28購03","0.66","0.65"
"087329","長榮統一29購05","0.78","0.74"
"087330","聯詠統一28購01","1.02","1.00"
"087331","嘉聯益統一26購01","0.81","0.71"
"087332","A50正2凱基26購01","0.31","0.24"
"087333","美指2X凱基27購01","0.90","0.84"
"087334","道瓊銀凱基2A購01","0.82","0.80"
"087335","鴻海凱基2A購01","","1.83"
"087336","台積電凱基24購13","","1.13"
"087337","宏碁凱基26購01","1.18","1.13"
"087338","金像電凱基24購05","1.40","1.38"
"087339","南亞科凱基25購01","2.60","2.67"
"08733P","台積電統一23售11","2.27","2.17"
"087340","美律凱基26購01","0.90","0.94"
"087341","聯發科凱基26購06","1.89","1.97"
"087342","陽明凱基24購07","1.16","1.14"
"087343","王品凱基25購02","1.52","1.28"
"087344","奇鋐凱基24購03","1.36","1.29"
"087345","日月光凱基25購03","2.01","1.96"
"087346","乙盛凱基25購01","0.89","0.90"
"087347","AES凱基24購03","1.41","1.21"
"087349","華新元大24購04","3.13","3.20"
"08734P","聯發科兆豐23售03","0.78","0.76"
"087350","金寶元大24購02","","1.28"
"087351","金寶元大27購01","0.87","0.84"
"087352","鴻海元大24購10","1.27","1.32"
"087354","台積電元大29購08","5.40","5.40"
"087355","台積電元大2A購05","1.64","1.79"
"087356","燿華元大24購04","1.19","1.09"
"087357","燿華元大29購01","","0.97"
"087358","聯發科元大24購12","7.80","8.22"
"087359","宏達電元大24購02","1.34","1.14"
"08735P","新唐元富24售02","","1.59"
"087360","長榮元大2A購05","2.37","2.29"
"087361","榮運元大24購01","0.73","0.72"
"087362","榮運元大24購02","0.98","0.94"
"087363","國泰金元大27購01","0.39","0.39"
"087365","欣興元大24購19","1.66","1.67"
"087366","貿聯元大24購03","0.83","0.82"
"087367","新唐元大24購02","","1.57"
"087368","緯穎元大24購03","2.00","1.53"
"087369","緯穎元大29購02","","1.56"
"08736P","元晶元富24售03","1.96","1.99"
"087370","中砂富邦26購01","0.45","0.47"
"087372","旺宏富邦26購02","0.50","0.46"
"087374","中興電元富2A購01","1.00","0.93"
"087375","東鹼元富24購01","1.40","1.38"
"087377","燿華元富26購01","1.20","1.09"
"087378","南亞科元富24購03","8.75","8.88"
"087379","陽明元富24購01","1.11","1.06"
"08737P","宏達電國泰25售05","2.00","2.21"
"087380","陽明元富24購02","1.38","1.35"
"087381","世芯元富25購03","0.98","0.86"
"087383","同欣電元富24購02","2.54","2.46"
"087384","愛普元富29購01","1.42","1.40"
"087387","八方永豐25購01","0.48","0.48"
"087388","欣興永豐25購01","1.18","1.16"
"087389","潤泰新永豐24購01","1.50","1.52"
"087390","美時康和24購03","0.85","0.92"
"087391","聯電康和25購02","1.48","1.58"
"087392","大立光康和25購02","1.26","1.18"
"087394","強茂群益24購02","0.68","0.66"
"087395","元晶群益24購02","1.63","1.60"
"087396","力智群益24購01","1.91","1.93"
"087397","力積電群益24購02","3.10","3.04"
"087398","T50反1國票28購02","","0.64"
"087399","T50反1國票2A購02","0.65","0.65"
"08739P","欣興國泰25售03","","1.47"
"087401","嘉澤國票25購02","1.40","1.39"
"087402","美律中信24購01","0.37","0.40"
"087403","裕民中信24購01","0.57","0.52"
"087404","台灣大中信24購01","1.05","1.18"
"087405","瑞鼎中信26購01","1.81","1.85"
"087406","美律兆豐26購01","0.61","0.62"
"087408","華航兆豐26購01","0.60","0.56"
"087409","中磊兆豐26購01","0.79","0.79"
"08740P","新唐國泰25售01","1.76","1.84"
"087410","長榮統一28購04","0.99","0.95"
"087411","長榮統一28購05","","0.58"
"087412","新唐統一27購01","0.77","0.73"
"087413","富鼎統一28購01","0.68","0.66"
"087414","美指2X元富28購01","1.20","1.14"
"087415","華城元富26購01","","0.96"
"087416","美律元富24購01","0.43","0.45"
"087417","義隆元富24購01","1.32","1.54"
"087418","宏達電元富27購01","2.65","2.25"
"087419","長榮元富2A購04","1.87","1.92"
"08741P","偉詮電國票23售01","","0.94"
"087420","玉晶光元富27購02","1.14","1.07"
"087421","潤泰新元富27購01","","1.78"
"087422","元油反凱基28購03","1.67","1.65"
"087423","遠東新凱基24購01","0.77","0.79"
"087424","聚陽凱基28購01","2.54","2.15"
"087425","台積電凱基2A購02","2.84","3.02"
"087426","台積電凱基2A購03","1.89","2.02"
"087427","佳世達凱基24購01","0.56","0.53"
"087428","長榮凱基27購04","1.34","1.38"
"087429","陽明凱基27購01","1.79","1.72"
"08742P","偉詮電國票24售01","","1.69"
"087430","華航凱基26購01","0.63","0.59"
"087431","晶華凱基25購01","0.92","0.89"
"087432","大立光凱基24購08","2.28","2.28"
"087433","欣興凱基28購01","2.53","2.47"
"087435","貿聯凱基26購02","1.14","1.04"
"087436","元晶凱基26購01","1.30","1.26"
"087437","緯穎凱基24購02","2.10","1.72"
"087438","元油反元大24購04","","1.01"
"087439","SGBR2X元大24購01","","1.23"
"08743P","萬海國票24售02","1.90","1.92"
"087440","FB越南元大26購01","0.63","0.72"
"087441","華新元大24購05","2.13","2.20"
"087442","鴻海元大24購11","1.10","1.19"
"087443","鴻海元大29購04","1.06","1.15"
"087444","台積電元大29購09","","6.45"
"087445","台積電元大2A購06","1.79","1.87"
"087446","友訊元大24購01","0.99","1.00"
"087447","燿華元大24購05","0.90","0.90"
"087449","長榮元大24購24","6.00","5.76"
"08744P","欣興國票24售02","1.43","1.49"
"087450","長榮航元大24購22","1.18","1.18"
"087451","京鼎元大24購01","0.75","0.67"
"087452","晶睿元大24購05","2.33","2.08"
"087453","晶睿元大28購01","2.41","1.83"
"087454","晶睿元大29購01","2.37","2.22"
"087455","貿聯元大24購04","1.01","0.93"
"087456","聯茂元大24購02","3.23","1.99"
"087457","晶碩元大24購03","0.52","0.53"
"087458","晶碩元大28購01","0.75","0.70"
"087459","晶碩元大29購01","0.93","0.94"
"08745P","同欣電國票24售02","1.92","1.94"
"087460","威鋒電元大24購04","0.65","0.62"
"087461","滬深2X富邦26購01","0.26","0.22"
"087463","台達電富邦28購01","","0.65"
"087464","台積電富邦28購02","0.38","0.43"
"087465","義隆富邦28購01","0.59","0.67"
"087466","元晶富邦26購01","","0.36"
"087468","中砂國票25購02","0.80","0.84"
"087469","台積電國票24購09","1.39","1.53"
"08746P","陽明康和23售06","1.43","1.56"
"087471","萬海國票25購02","1.73","1.73"
"087472","大立光國票25購02","3.24","3.08"
"087473","景碩國票25購04","1.82","1.86"
"087474","矽創國票25購03","","1.77"
"087475","南電國票25購01","2.15","2.09"
"087476","世紀鋼康和24購01","3.00","2.96"
"087477","華通永豐25購01","1.32","1.25"
"087478","台積電永豐24購07","0.96","1.05"
"087479","光罩永豐25購01","1.23","1.12"
"08747P","陽明統一24售02","1.47","1.58"
"087480","友達永豐25購01","1.16","1.14"
"087481","群創永豐25購01","0.87","0.87"
"087482","合勤控永豐24購01","1.45","1.38"
"087483","台積電中信26購04","","0.69"
"087484","台積電中信28購02","0.89","0.93"
"087485","台積電中信2A購01","0.82","0.86"
"087486","旺宏中信24購01","0.79","0.75"
"087487","燿華中信25購01","1.07","1.00"
"087488","潤泰新中信25購01","0.78","0.76"
"08748P","萬海統一23售09","1.40","1.42"
"087493","台積電元富24購06","0.86","0.95"
"087495","台積電麥證24購07","1.88","2.02"
"087496","台積電麥證25購06","1.06","1.14"
"087497","台積電麥證28購05","1.80","1.93"
"087498","台積電麥證2A購02","1.05","1.09"
"087499","臺股指麥證26購11","1.23","1.28"
