股票代號,股票名稱,收盤價,月平均價
"080690","漢翔富邦22購01","0.60","0.62"
"080691","晶豪科富邦23購02","0.34","0.34"
"080692","聯詠富邦21購01","0.50","0.49"
"080693","中磊富邦23購01","0.32","0.34"
"080695","友達法興22購01","","2.31"
"080696","開發金法興22購01","0.68","0.64"
"080697","聯詠法興22購01","1.07","1.04"
"080698","群創法興22購01","2.16","2.15"
"080699","大立光中信22購01","","0.36"
"08069P","啟碁中信22售01","0.32","0.32"
"080701","FB台半群益23購01","0.36","0.36"
"080702","聯電群益21購08","0.61","0.66"
"080703","大立光群益21購07","2.33","2.27"
"080704","奇鋐群益21購01","1.13","1.08"
"080705","台勝科群益21購03","0.64","0.61"
"080706","上銀統一24購01","0.21","0.19"
"080709","台積電國泰23購14","","0.21"
"08070P","新唐永豐22售01","0.55","0.58"
"080710","聯詠國票22購02","0.65","0.60"
"080713","鴻海法興22購02","1.42","1.51"
"080714","長榮航法興22購01","0.30","0.30"
"080716","旺宏康和21購01","1.17","1.06"
"080717","華邦電康和21購02","","0.40"
"080718","友達康和23購03","1.80","1.77"
"08071P","南亞科群益22售01","","0.80"
"080721","台灣50凱基23購08","","0.51"
"080722","台灣50凱基25購08","0.35","0.41"
"080723","台灣50凱基25購09","0.18","0.19"
"080724","東鹼凱基22購01","0.27","0.28"
"080726","上銀凱基25購01","0.16","0.15"
"080727","裕隆凱基21購03","","0.33"
"080728","裕隆凱基25購01","0.67","0.70"
"08072P","和碩群益24售01","1.55","1.49"
"080732","旺宏凱基23購01","1.40","1.32"
"080733","金像電凱基21購04","1.24","1.24"
"080734","友達凱基21購09","1.16","1.20"
"080739","富邦金凱基22購02","0.72","0.76"
"08073P","中磊群益23售01","1.29","1.31"
"080740","大立光凱基22購09","1.33","1.31"
"080742","群創凱基23購02","1.02","1.07"
"080744","乙盛凱基23購01","","0.16"
"080746","樺漢凱基23購01","","0.39"
"080747","世紀鋼凱基21購05","0.19","0.19"
"080749","南亞永豐21購01","1.08","1.12"
"080750","廣宇永豐21購01","0.56","0.55"
"080752","台亞永豐21購01","","0.17"
"080753","智邦永豐21購01","0.74","0.68"
"080755","強茂永豐21購01","0.61","0.57"
"080757","晶技永豐21購01","","0.27"
"080758","台郡永豐21購01","2.32","2.16"
"080759","潤泰新永豐21購01","0.10","0.10"
"08075P","金像電統一22售03","0.53","0.52"
"080760","裕隆麥證23購01","0.67","0.70"
"080762","漢翔麥證21購01","0.32","0.34"
"080763","兆豐金麥證23購01","0.20","0.21"
"080764","台勝科麥證21購03","0.46","0.44"
"080765","上海銀麥證21購01","0.22","0.26"
"080766","亞德客元大21購06","0.79","0.72"
"080767","裕隆元大21購07","0.37","0.43"
"080768","聯電元大21購19","","1.11"
"080769","聯電元大21購20","","1.03"
"08076P","長榮統一22售17","","2.15"
"080770","聯電元大21購21","1.56","1.61"
"080772","鴻海元大21購24","0.47","0.51"
"080773","國巨元大21購09","","0.97"
"080775","台積電元大21購38","0.10","0.12"
"080778","瑞昱元大21購09","0.50","0.50"
"080779","聯發科元大21購31","1.35","1.47"
"08077P","聯詠統一22售04","","0.74"
"080780","聯發科元大21購32","0.51","0.57"
"08078P","台積電國泰24售05","10.10","10.10"
"080790","漢翔元大21購04","0.55","0.58"
"080791","大立光元大21購13","1.13","1.07"
"080792","聯詠元大21購10","0.64","0.65"
"080793","聯詠元大21購11","1.27","1.32"
"080794","欣興元大21購16","0.34","0.34"
"080795","欣興元大21購17","0.60","0.60"
"080796","景碩元大21購11","0.38","0.43"
"080798","創意元大21購03","2.17","1.92"
"080799","嘉澤元大21購04","3.89","3.91"
"08079P","SGBR2X凱基23售01","0.88","0.90"
"080800","日月光元大21購07","0.70","0.74"
"080801","日月光元大21購08","0.80","0.81"
"080805","南電元大21購22","0.45","0.48"
"080806","大成鋼富邦23購02","","1.57"
"080807","聯電富邦21購01","0.55","0.59"
"080808","滬深反中信23購01","1.91","2.26"
"08080P","SGBR2X凱基23售03","1.24","1.26"
"080810","長榮航中信27購01","1.12","1.05"
"080811","玉晶光中信22購01","","0.05"
"080812","緯穎中信22購01","0.95","0.78"
"080813","矽力統一24購01","0.29","0.28"
"080814","裕隆兆豐22購01","0.55","0.58"
"080815","聯電兆豐23購02","1.17","1.21"
"080817","台勝科兆豐22購01","","0.53"
"080818","台積電台新21購03","","0.70"
"080819","聯發科國泰23購05","0.84","0.89"
"080820","聯發科國泰23購06","0.63","0.68"
"080821","長榮國泰23購08","0.10","0.10"
"080823","聯詠國泰23購01","","1.03"
"080825","台塑群益21購01","0.40","0.48"
"080826","堤維西群益22購01","0.60","0.60"
"08082P","SGBR2X凱基28售03","2.26","2.25"
"080831","創意群益21購02","1.19","1.02"
"080832","健策群益21購05","3.26","3.17"
"080835","華新永豐21購02","0.94","1.01"
"080836","鴻海永豐21購01","0.21","0.23"
"080837","英業達永豐21購01","0.51","0.58"
"08083P","聯電凱基23售11","3.53","3.51"
"080840","亞光永豐21購01","0.72","0.61"
"080842","嘉澤永豐21購01","1.13","1.16"
"080843","日月光永豐21購02","","0.45"
"080844","立積永豐21購01","0.12","0.10"
"080846","台灣50國票22購05","","0.49"
"080848","S&P反1國票23購01","0.43","0.38"
"08084P","金像電凱基23售03","0.24","0.27"
"080850","元油反國票24購02","0.32","0.31"
"080851","東陽國票21購02","0.71","0.74"
"080852","台化國票21購01","0.72","0.81"
"080853","瑞昱國票22購01","0.60","0.57"
"080854","玉山金國票21購01","","0.29"
"080857","臺股指國票22購05","0.54","0.55"
"080860","臺股指國票24購03","0.05","0.05"
"080861","聯電康和25購01","","1.21"
"080862","華通康和21購01","","0.43"
"080863","鴻海康和23購04","0.47","0.52"
"080866","大立光康和25購01","1.12","1.00"
"080867","聯詠康和25購01","1.13","1.06"
"080870","元石油元大22購01","1.49","1.49"
"080871","東陽元大23購01","1.38","1.37"
"080872","堤維西元大23購01","1.16","1.13"
"080873","華新元大23購04","1.91","1.96"
"080877","鴻海元大23購07","","0.67"
"080878","國巨元大23購02","","0.56"
"08087P","聯詠凱基24售03","1.14","1.18"
"080880","台積電元大23購20","","0.23"
"080881","台積電元大23購21","","0.44"
"080882","智邦元大23購02","1.60","1.61"
"080883","智邦元大23購03","1.18","1.17"
"080886","聯發科元大23購10","0.97","1.05"
"08088P","威鋒電凱基22售01","","1.51"
"080890","玉晶光元大23購04","","0.19"
"080891","創意元大23購03","3.06","2.75"
"080892","創意元大23購04","3.18","2.84"
"080893","智易元大23購01","","0.46"
"080894","健策元大23購01","","3.75"
"080897","矽力元大23購01","0.50","0.50"
"080898","元晶元大23購01","","1.47"
"080899","AES元大23購04","0.08","0.08"
"08089P","金融類凱基25售03","3.22","3.21"
"080902","南電元大23購05","0.95","0.94"
"080903","臺股指元大23購34","0.27","0.30"
"080904","臺股指元大23購35","0.46","0.47"
"080905","臺股指元大23購36","0.50","0.54"
"080906","臺股指元大25購18","0.48","0.50"
"080907","臺股指元大25購19","0.60","0.65"
"080908","台塑凱基22購01","","0.99"
"080909","遠東新凱基22購01","1.14","1.19"
"08090P","SGBR2X元大22售03","0.95","0.97"
"080910","聯電凱基22購08","0.81","0.88"
"080912","智邦凱基22購03","0.62","0.59"
"080914","宏碁凱基22購01","0.92","0.90"
"080915","英業達凱基22購01","0.68","0.73"
"080917","飛宏凱基22購02","1.48","1.40"
"08091P","SGBR2X元大25售03","1.09","1.14"
"080923","群創凱基25購01","1.22","1.22"
"080924","嘉澤凱基22購01","2.53","2.55"
"080925","健策凱基22購01","2.27","2.22"
"080926","健策凱基22購03","2.18","2.10"
"080927","正文凱基22購01","0.14","0.15"
"080928","新唐凱基22購03","0.90","0.87"
"08092P","寶齡元大23售02","0.38","0.36"
"080930","帆宣凱基22購01","0.74","0.73"
"080931","啟碁凱基22購01","2.44","2.49"
"080934","AES凱基22購01","0.05","0.05"
"08093P","聯電元大23售40","1.25","1.27"
"080941","台積電元富21購25","","0.13"
"080942","元石油富邦23購01","","0.97"
"080944","聯發科富邦23購08","0.73","0.79"
"080946","華航國票21購04","","0.16"
"080947","玉晶光國票22購02","0.17","0.15"
"080949","高股息中信23購01","0.21","0.22"
"08094P","台積電元大23售43","4.05","3.94"
"080950","智邦中信23購01","1.01","0.96"
"080955","玉晶光中信22購02","","0.04"
"080958","上銀康和23購01","","0.15"
"080959","金像電康和23購02","","0.51"
"080961","力積電康和23購01","","0.18"
"080962","東陽永豐21購02","0.19","0.19"
"080964","佳世達永豐21購01","","0.11"
"080965","金像電永豐21購02","0.60","0.59"
"080966","瑞昱永豐21購03","0.12","0.12"
"080968","南亞科永豐21購02","0.59","0.60"
"08096P","長榮航元大23售29","","3.06"
"080970","聯發科永豐21購05","","0.28"
"080971","大立光永豐21購05","0.33","0.30"
"080973","健策永豐21購03","1.39","1.34"
"080976","金像電統一24購02","0.54","0.56"
"080977","上緯控統一26購01","0.21","0.22"
"080978","上銀兆豐23購01","","0.10"
"080979","鴻海兆豐23購01","0.33","0.39"
"08097P","奇鋐元大23售01","1.65","1.72"
"080980","智邦兆豐23購01","1.04","0.98"
"080981","瑞昱兆豐23購01","0.40","0.38"
"080984","健策兆豐22購01","3.22","3.06"
"080985","祥碩兆豐22購01","0.06","0.06"
"080986","樺漢兆豐23購01","","0.31"
"080989","南電兆豐23購01","0.48","0.46"
"08098P","玉晶光元大23售13","2.10","2.10"
"080992","美費半群益23購01","1.24","1.38"
"080993","華通群益21購02","","0.71"
"080997","順德群益21購01","","0.55"
"080998","聯發科群益22購02","0.69","0.79"
"080999","晶豪科群益22購02","","0.09"
"08099P","上緯控元大23售02","1.26","1.24"
"081000","奇鋐群益21購02","0.64","0.59"
"081001","景碩群益21購08","0.21","0.25"
"081005","穎崴群益21購01","","0.43"
"081006","AES群益21購01","0.05","0.05"
"081007","台積電第一36購01","0.44","0.46"
"081008","長榮航第一2B購01","","0.44"
"081009","長榮航第一33購01","0.61","0.62"
"08100P","新唐元大23售07","1.37","1.44"
"081010","東陽凱基25購01","0.66","0.66"
"081012","上銀凱基22購03","","0.11"
"081014","台積電凱基23購11","","0.26"
"081016","順德凱基22購01","","0.63"
"081017","順德凱基22購02","0.71","0.71"
"081018","瑞昱凱基22購01","","0.24"
"08101P","矽力元大23售05","1.59","1.67"
"081021","大立光凱基24購04","0.71","0.67"
"081024","健策凱基23購01","1.42","1.35"
"081025","正文凱基25購01","","0.22"
"081026","祥碩凱基25購01","","0.12"
"081028","祥碩凱基25購03","0.14","0.14"
"081030","帆宣凱基25購01","","0.50"
"081031","康舒凱基22購01","0.36","0.30"
"081032","矽力凱基27購01","0.44","0.42"
"081033","矽力凱基27購02","0.59","0.57"
"081035","AES凱基25購02","0.09","0.09"
"081036","矽創凱基22購01","1.93","1.91"
"081038","振樺電凱基25購02","","0.50"
"081039","富邦媒凱基23購01","0.13","0.15"
"081041","世紀鋼凱基22購01","0.18","0.18"
"081044","聯電元大23購13","1.41","1.50"
"081046","鴻海元大23購09","","0.64"
"081047","鴻海元大25購05","0.86","0.92"
"081050","台積電元大27購04","","0.26"
"081053","智邦元大23購06","","0.86"
"081054","順德元大23購01","0.74","0.80"
"081055","金像電元大23購02","1.43","1.39"
"081058","聯發科元大25購09","","0.98"
"081059","飛宏元大23購01","1.44","1.38"
"081062","長榮航元大23購06","0.73","0.73"
"081063","長榮航元大27購04","","0.53"
"081064","大立光元大25購03","","1.22"
"081065","聯詠元大23購04","1.37","1.40"
"081066","聯詠元大23購05","0.91","0.93"
"081067","聯詠元大23購06","1.41","1.45"
"081069","欣興元大23購05","0.61","0.58"
"081071","玉晶光元大23購05","0.37","0.37"
"081072","京鼎元大23購02","0.61","0.55"
"081073","京鼎元大23購03","0.68","0.61"
"081074","創意元大23購05","1.90","1.72"
"081077","健策元大23購02","2.13","2.04"
"081078","帆宣元大23購01","","0.48"
"081079","啟碁元大23購01","1.80","1.82"
"081080","啟碁元大23購02","2.51","2.57"
"081081","南電元大23購06","1.19","1.23"
"081083","南電元大25購03","","0.59"
"081085","富邦媒元大23購02","0.13","0.15"
"081086","富邦媒元大23購03","0.17","0.20"
"081087","元日2X元富21購01","0.26","0.27"
"081088","智邦元富21購03","0.67","0.68"
"081089","順德元富22購01","0.33","0.37"
"08108P","義隆國票22售01","2.08","1.92"
"081091","大立光元富21購06","0.75","0.72"
"081092","聯詠元富22購01","0.80","0.77"
"081094","啟碁元富21購02","1.08","1.14"
"081096","富邦媒元富21購02","","0.09"
"081098","台積電麥證27購03","0.50","0.54"
"081099","英業達麥證22購01","0.60","0.67"
"081100","瑞昱麥證22購01","","0.33"
"081101","長榮麥證22購01","0.19","0.19"
"081104","富邦媒麥證22購01","","0.16"
"081105","元油反富邦22購02","0.20","0.20"
"081106","聯發科富邦24購02","0.59","0.59"
"081107","欣興富邦24購01","0.30","0.30"
"081108","新唐富邦23購04","0.54","0.53"
"081109","富鼎富邦23購01","0.48","0.48"
"081111","智邦康和23購02","0.63","0.59"
"081112","南亞科康和21購01","0.98","0.97"
"081113","晶心科康和23購01","4.90","4.90"
"081115","嘉澤中信21購01","0.95","0.97"
"081116","臻鼎中信21購01","0.60","0.55"
"081118","台積電麥證27購04","0.21","0.23"
"081119","威盛麥證21購01","2.18","1.93"
"081120","怡利電國票21購01","0.49","0.49"
"081121","致伸國票22購01","","0.20"
"081122","愛普國票22購01","0.15","0.15"
"081123","富鼎國票22購02","","0.48"
"081124","鈺齊國票23購01","","0.15"
"081125","元油反統一22購02","","0.47"
"081126","威盛統一23購04","1.78","1.55"
"081127","威盛統一23購05","1.70","1.58"
"081132","晶豪科兆豐23購01","0.44","0.43"
"081134","台表科兆豐23購02","1.13","1.07"
"081135","元晶兆豐23購01","1.62","1.59"
"081136","華新國泰23購03","1.72","1.83"
"081137","國巨國泰23購01","0.99","0.94"
"081138","金像電國泰23購01","1.02","0.99"
"081139","矽力國泰23購01","0.15","0.14"
"08113P","啟碁國票23售02","0.69","0.73"
"081140","大立光台新21購01","0.51","0.49"
"081142","聯發科元富23購04","0.37","0.37"
"081143","飛宏元富21購02","1.37","1.29"
"081144","大立光元富24購03","","0.62"
"081145","技嘉永豐21購02","1.81","1.61"
"081146","威盛永豐21購01","2.01","1.65"
"081147","興富發永豐21購01","1.38","1.31"
"081148","晶華永豐21購01","0.55","0.52"
"081150","新唐永豐21購02","0.36","0.33"
"081151","盛群永豐21購01","0.19","0.22"
"081152","飛捷永豐21購03","0.02","0.02"
"081154","力智永豐21購02","0.09","0.10"
"081155","矽創永豐21購01","","0.87"
"081156","明基材永豐21購01","0.50","0.51"
"081157","東哥永豐21購02","1.57","1.54"
"081158","元石油群益21購01","0.99","1.01"
"08115P","東哥國票22售01","0.42","0.45"
"081161","怡利電群益22購01","0.55","0.55"
"081165","陽明群益22購02","","0.13"
"081166","富邦金群益21購02","1.06","1.18"
"081167","國泰金群益22購01","0.31","0.30"
"081168","群創群益21購04","","0.98"
"081169","臺股指群益21購16","0.64","0.64"
"08116P","聯詠元富22售02","","1.22"
"081170","臺股指群益21購17","0.43","0.44"
"081171","臺股指群益21購18","0.22","0.23"
"081172","臺股指群益21購19","","0.14"
"081174","中碳元大23購01","","0.41"
"081178","鴻海元大23購10","","0.71"
"08117P","創意元富22售07","0.54","0.67"
"081184","威盛元大21購03","3.08","2.56"
"081185","威盛元大23購01","2.48","2.17"
"081186","聯發科元大23購15","","0.74"
"081189","怡利電元大23購01","0.39","0.35"
"08118P","健策元富22售02","","2.73"
"081190","怡利電元大23購02","0.47","0.43"
"081191","怡利電元大23購03","0.63","0.54"
"081193","榮運元大23購02","0.70","0.68"
"081196","長榮航元大23購09","0.27","0.24"
"081199","聯詠元大23購07","1.22","1.17"
"08119P","啟碁元富22售02","0.83","0.83"
"081200","聯詠元大23購08","1.32","1.32"
"081201","欣興元大23購06","0.45","0.45"
"081202","欣興元大23購07","","0.45"
"081205","矽力元大21購04","","0.11"
"081209","台塑富邦25購01","0.58","0.59"
"08120P","聯詠富邦25售02","","0.95"
"081210","威盛富邦21購01","1.40","1.21"
"081211","晶技富邦22購01","0.27","0.27"
"081212","元油反凱基27購02","","0.61"
"081213","上銀凱基22購04","0.01","0.01"
"081214","台積電凱基22購12","","0.10"
"081216","台積電凱基22購14","","0.03"
"081218","台亞凱基22購03","","0.12"
"081219","聯強凱基22購01","0.40","0.34"
"08121P","寶齡群益22售01","0.37","0.37"
"081221","威盛凱基22購01","2.12","1.80"
"081222","威盛凱基22購02","1.84","1.65"
"081223","威盛凱基22購03","1.62","1.38"
"081224","威盛凱基29購01","2.74","2.50"
"081225","威盛凱基29購02","2.71","2.58"
"081226","怡利電凱基22購01","0.76","0.64"
"081227","怡利電凱基22購02","","0.36"
"081231","奇鋐凱基22購01","0.49","0.49"
"081234","京鼎凱基22購01","0.53","0.44"
"081237","新唐凱基22購04","0.62","0.58"
"081238","台表科凱基22購03","0.38","0.38"
"081239","樺漢凱基22購01","0.52","0.50"
"08123P","聯發科群益23售06","2.22","2.11"
"081241","南電凱基22購08","","0.13"
"081244","臺股指凱基21購24","0.48","0.49"
"081245","臺股指凱基21購25","0.09","0.11"
"081246","旺宏麥證21購01","","0.72"
"081247","富邦媒中信21購01","","0.08"
"081249","鴻海兆豐29購01","0.42","0.44"
"081250","國巨兆豐22購01","0.46","0.36"
"081252","金像電兆豐23購02","0.69","0.67"
"081254","矽力兆豐22購01","","0.12"
"081256","力積電台新21購01","","0.15"
"081258","旺宏國票21購01","0.63","0.59"
"081259","威盛國票22購01","5.55","4.75"
"08125P","智原群益22售01","1.41","1.34"
"081260","晶華國票22購01","0.70","0.70"
"081261","元大金國票21購01","1.09","1.11"
"081262","欣興國票22購01","0.34","0.34"
"081263","日月光國票22購01","","0.70"
"081264","中磊國票22購01","0.15","0.16"
"081267","奇鋐康和23購01","0.73","0.71"
"081268","健策康和23購01","1.90","1.82"
"081269","香港反凱基25購01","2.06","2.61"
"08126P","嘉澤群益22售01","","0.21"
"081270","泰山凱基22購01","1.34","1.22"
"081271","中砂凱基22購01","0.03","0.04"
"081272","中砂凱基23購01","","0.16"
"081273","中砂凱基25購01","0.14","0.15"
"081274","聯電凱基22購11","","0.60"
"081275","技嘉凱基22購02","1.42","1.28"
"081277","可成凱基23購01","2.30","2.37"
"081278","長榮凱基22購10","0.02","0.02"
"08127P","台郡群益23售01","0.78","0.83"
"081280","晶華凱基23購01","0.80","0.79"
"081282","奇鋐凱基22購02","1.01","1.00"
"081283","聯詠凱基22購05","0.48","0.47"
"081285","敦泰凱基22購01","0.13","0.15"
"081287","新唐凱基22購06","0.96","0.92"
"081290","元晶凱基22購01","","0.78"
"081291","東哥凱基22購02","1.82","1.61"
"081293","潤泰新凱基22購01","0.69","0.71"
"081294","T50反1永豐22購02","0.66","0.65"
"081296","和益永豐21購01","","0.42"
"081298","允強永豐21購01","0.31","0.32"
"081299","華邦電永豐21購02","","0.18"
"08129P","大立光統一22售05","","0.84"
"081301","至上永豐21購01","0.32","0.33"
"081303","儒鴻元富21購01","0.64","0.70"
"081304","可成元富24購01","2.08","2.12"
"081305","強茂元富21購02","0.36","0.36"
"081306","景碩元富21購02","","0.29"
"081308","元晶元富21購02","1.24","1.20"
"081309","力積電元富21購02","0.49","0.45"
"08130P","智原統一22售05","0.54","0.52"
"081310","S&P反1群益23購01","0.63","0.54"
"081311","中砂群益22購01","","0.13"
"081312","瑞昱群益22購01","0.17","0.16"
"081313","威盛群益25購01","2.76","2.32"
"081314","怡利電群益23購01","0.47","0.42"
"081316","元晶群益22購01","1.42","1.44"
"081317","台灣50元大23購12","0.15","0.19"
"081319","台灣50元大25購05","","0.21"
"08131P","寶齡元大23售03","0.60","0.56"
"081321","台灣50元大25購07","0.33","0.34"
"081324","東陽元大23購03","","0.82"
"081328","中砂元大24購01","0.19","0.20"
"08132P","國巨元大23售09","1.53","1.63"
"081334","鴻海元大23購13","","0.62"
"081335","國巨元大23購03","0.97","0.93"
"081336","國巨元大23購04","1.18","1.11"
"081339","台積電元大23購32","0.20","0.20"
"08133P","旺宏元大23售02","","0.84"
"081340","友達元大23購02","","1.60"
"081342","聯發科元大23購20","","0.64"
"081345","陽明元大23購09","0.29","0.29"
"081349","慧洋元大23購02","0.55","0.48"
"081351","大立光元大23購05","","0.92"
"081353","欣興元大23購09","","0.37"
"081357","中磊元大23購02","0.58","0.58"
"08135P","智原元大23售10","1.19","1.14"
"081362","東哥元大21購02","1.17","1.12"
"081363","台積電法興22購02","","0.08"
"081364","大立光法興22購01","0.88","0.84"
"081365","大立光法興22購02","0.79","0.72"
"08136P","嘉澤元大23售05","0.62","0.61"
"081370","中砂富邦24購01","0.12","0.14"
"081372","國巨富邦23購04","0.76","0.72"
"081373","華邦電富邦22購02","0.33","0.33"
"081374","南亞科富邦22購01","0.50","0.53"
"081375","大立光富邦23購06","0.24","0.22"
"081376","大成鋼康和22購01","1.09","1.22"
"081377","瑞昱康和23購01","","0.32"
"081378","台表科康和23購01","1.25","1.24"
"081379","滬深反中信24購01","1.41","1.70"
"08137P","嘉澤元大23售06","0.62","0.65"
"081384","聯詠中信25購01","0.94","0.91"
"081385","新唐中信23購01","0.96","0.88"
"081386","元油反群益23購03","1.08","1.09"
"081389","大成鋼群益21購04","0.67","0.68"
"08138P","緯穎元大23售01","0.53","0.72"
"081390","智原群益21購01","0.38","0.44"
"081392","群創群益22購01","1.56","1.54"
"081393","緯穎群益21購01","2.19","1.62"
"081394","鈺齊群益22購01","","0.71"
"081395","中興電永豐21購01","0.60","0.60"
"081399","光寶科永豐21購01","0.68","0.74"
"081401","強茂永豐21購02","","0.17"
"081402","新興永豐21購01","0.12","0.12"
"081403","智原永豐21購03","0.16","0.18"
"081404","智原永豐21購04","0.32","0.36"
"081405","華擎永豐21購01","0.31","0.33"
"081408","愛普永豐21購02","","0.03"
"081409","晶心科永豐21購02","","2.24"
"08140P","旺宏凱基23售02","0.33","0.37"
"081415","美時國票22購03","1.60","1.64"
"081417","金像電國票22購01","1.31","1.30"
"08141P","華邦電凱基24售01","","0.70"
"081421","奇鋐國票22購01","0.93","0.96"
"081422","智原國票22購03","0.42","0.48"
"081427","智原兆豐23購01","0.54","0.57"
"081428","威鋒電兆豐22購01","0.09","0.10"
"081429","慧洋國泰23購01","","0.22"
"08142P","智邦凱基23售02","","1.33"
"081430","智原國泰23購01","0.55","0.59"
"081431","台灣50凱基21購04","0.19","0.25"
"081432","台灣50凱基24購09","0.07","0.07"
"081433","上証2X凱基22購02","0.10","0.10"
"081434","中砂凱基25購02","0.16","0.17"
"081435","美時凱基23購04","2.08","2.15"
"081437","光寶科凱基25購01","1.94","2.02"
"081438","鴻海凱基22購06","","0.29"
"08143P","聯發科凱基22售13","2.33","2.31"
"081441","瑞昱凱基25購01","0.46","0.44"
"081444","新興凱基22購01","","0.18"
"081446","長榮航凱基22購10","0.10","0.10"
"081447","智原凱基22購03","0.55","0.61"
"081448","智原凱基23購01","0.64","0.70"
"081449","智原凱基25購01","0.71","0.75"
"081451","建漢凱基22購01","","0.43"
"081453","華擎凱基22購01","0.72","0.76"
"081454","日月光凱基25購02","1.25","1.22"
"081457","矽格凱基22購01","0.51","0.47"
"081458","矽力凱基25購01","","0.18"
"081459","晶心科凱基25購01","3.72","3.25"
"081461","潤泰新凱基23購01","1.15","1.20"
"081462","美費半元大24購01","0.63","0.74"
"081465","聯電元大23購22","","0.50"
"081466","聯電元大23購23","0.52","0.55"
"081467","華通元大23購03","0.93","0.93"
"081468","鴻海元大23購14","0.75","0.80"
"081475","聯發科元大26購07","","1.02"
"081476","可成元大23購01","1.55","1.51"
"081478","陽明元大23購10","0.16","0.15"
"081482","開發金元大23購02","","0.34"
"081483","健和興元大23購01","","0.82"
"081485","大立光元大23購07","0.91","0.91"
"081486","智原元大23購03","","0.89"
"081487","智原元大23購04","0.88","0.92"
"081488","智原元大23購05","1.03","1.11"
"081489","欣興元大23購11","0.24","0.23"
"081492","玉晶光元大23購08","0.22","0.20"
"081494","健策元大23購05","1.29","1.27"
"081495","上緯控元大23購01","0.81","0.88"
"081496","臻鼎元大23購02","","0.86"
"081497","康舒元大23購01","","0.24"
"08149P","寶齡元富22售01","0.33","0.31"
"081501","富邦媒元大23購05","0.07","0.08"
"081502","聯電元富21購08","0.54","0.59"
"081507","漢翔元富23購01","0.95","0.90"
"081509","智原元富22購02","0.59","0.64"
"08150P","智邦元富22售01","","1.57"
"081510","元晶元富24購01","0.83","0.81"
"081513","智原麥證21購01","0.57","0.63"
"081514","敦泰麥證23購01","","0.10"
"081515","鴻準富邦22購01","","0.81"
"081516","台光電富邦22購01","0.65","0.54"
"081517","智原富邦26購01","0.50","0.54"
"081518","愛普富邦22購01","","0.11"
"081519","南茂富邦22購01","0.24","0.27"
"08151P","儒鴻國票22售01","","0.49"
"081526","台積電國泰23購20","","0.12"
"08152P","寶齡國票24售02","0.30","0.28"
"081530","新唐國泰23購02","0.63","0.57"
"081531","台泥群益23購01","0.04","0.04"
"081532","中興電群益23購03","1.04","1.00"
"081533","聯電群益23購02","","1.20"
"081534","聯發科群益23購03","","0.17"
"081535","漢翔群益21購02","","0.48"
"081537","聯詠群益21購03","0.54","0.53"
"081538","欣興群益23購01","","0.22"
"081540","新唐群益23購02","0.48","0.47"
"081541","愛普群益23購01","0.20","0.20"
"081542","東哥群益23購01","4.93","4.41"
"081543","永光永豐21購01","","0.19"
"081545","金像電永豐21購03","0.18","0.20"
"081547","威盛永豐21購02","0.71","0.59"
"081554","健策永豐21購04","0.70","0.70"
"081556","矽格永豐21購01","","0.18"
"081557","台表科永豐21購02","0.46","0.46"
"081560","寶成永豐21購02","","0.38"
"081561","台亞國票23購01","","0.08"
"081562","建漢國票23購01","0.30","0.30"
"081565","振樺電國票23購03","0.46","0.49"
"081567","臺股指國票23購16","","0.27"
"081568","臺股指國票23購17","","0.05"
"08156P","世芯國票23售01","0.35","0.43"
"081570","台灣50凱基21購05","0.04","0.04"
"081571","台灣50凱基27購02","0.07","0.08"
"081572","滬深2X凱基27購01","0.40","0.34"
"081573","台泥凱基23購01","0.02","0.02"
"081575","聯電凱基25購06","","0.27"
"081577","威盛凱基23購03","1.27","1.09"
"081578","威盛凱基27購01","1.53","1.47"
"081580","漢翔凱基23購02","","0.78"
"081582","大立光凱基23購03","0.93","0.86"
"081583","嘉晶凱基23購01","0.53","0.53"
"081584","欣興凱基23購04","","0.13"
"081586","玉晶光凱基25購04","0.29","0.27"
"081588","智易凱基23購01","0.18","0.18"
"081589","健策凱基23購02","1.45","1.40"
"08158P","華南金中信22售01","1.72","1.70"
"081590","臻鼎凱基23購01","0.86","0.79"
"081591","台郡凱基23購01","2.30","2.17"
"081592","矽力凱基25購02","","0.18"
"081593","力智凱基23購01","","0.19"
"081594","力積電凱基23購02","","0.10"
"081596","富鼎凱基23購02","","0.22"
"08159P","寶齡凱基23售02","0.19","0.20"
"081600","瑞昱元富23購01","0.15","0.14"
"081601","榮運元富21購01","0.60","0.56"
"081602","寶成元富21購01","1.35","1.47"
"081606","寶成麥證23購01","1.08","1.10"
"081611","慧洋富邦23購03","","0.12"
"081613","東陽元大23購05","1.13","1.16"
"081615","中砂元大26購01","0.32","0.35"
"081616","上銀元大23購02","0.31","0.31"
"081621","鴻海元大24購04","","0.80"
"081625","旺宏元大23購01","","0.98"
"081626","威盛元大23購03","1.55","1.37"
"081629","聯發科元大27購04","","0.80"
"081632","華航元大23購03","0.17","0.17"
"081639","大立光元大27購03","1.67","1.60"
"081642","華晶科元大23購01","","0.43"
"081644","健策元大23購07","1.74","1.69"
"081646","致伸元大23購01","","0.18"
"081647","臻鼎元大23購03","","0.52"
"081648","康舒元大23購02","","0.43"
"081649","力積電元大23購04","","0.18"
"08164P","臺股指法興22售04","","3.21"
"081651","矽創元大23購03","0.80","0.78"
